,content,categories,priority
6266,s time give importance simple ingat magnitude 5 7 earthquake hit philippine ,,
6267,intensity 5 7 earthquake all over philippine ,,
6268,proximity taiwan quake philippine earthquake within day result serious infrastructure damage vulnerable typhoon area win t last much longer climate change soil shift make then even more vulnerable ,,
6269,y all announcement all know happen philippines right earthquake kill many people cause reat trauma most u girl just too toxic think s joke please report block ,,
6270,still sleepy because trouble sleep last night due anxiety give u na aftershock up now scar u bangon tayo pampanga ,,
6271,strong m6 3 earthquake hit samar philippine second strong earthquake 24 hour ,,
6272,6 5 earthquake just now samar southern philippines long way luzon subic ,,
6273,sit just hour south manila felt too earthquake 6 3 magnitude strike central philippine usgs ,,
6274,read statement presidential spokesperson eastern samar ,,
6275,strong earthquake north philippine monday trap some people collapsed building damage airport terminal knock out power least one province ,,
6276,please pray my beloved country especially my province very strong earthquake just hit our motherland ,,
6277,gahapon kay worry pa kaayo ko sa mga tao sa luzon due earthquake then less than 24 hr would think nga mag earthquake pud diri sa visayas felt naa ko sa 15th flr first thing stay calm prayed lord please protect u all ,,
6278,exactly after holy week mu country philippine hit magnitude 5 7 earthquake please stay safe everyone don t forget pray ,,
6279,earthquake near where my fam live philippine ,,
6280,my experience thread get haircut felipe amp son when hit kuya keep cut my hair second floor wasn t super scary me though first time actually felt earthquake ,,
6281,philippine earthquake tsunami warning after massive earthquake ,,
6282,earthquake information 1 date time 20 apr 2019 11 24 pm magnitude 1 8 depth 030 kilometer location 18 13n 120 89e 013 km n ,,
6283,admit government most resilient witness recent memory ,,
6284,death toll yesterday s 6 1 earthquake philippine now 16 ,,
6285,take all me cry school kanina yes hour after earthquake luzon realize how paralyzed would something happen any my loved one now still 100 calm want rest assurance lord s goodness ,,
6286,hello filipino friend esp metro manila cavite hope youre all okay after earthquake ,,
6287,all u literally pray because earthquake here philippine ,,
6288,philippine experience quite strong earthquake few aftershock suddenly feel bad feel happy m still singapore jsjdjdn anyway hope everyone okay thereee 3 ,,
6289,6 5 earthquake hit philippine day after previous 6 1 quake claim 11 life northern part country please include your prayer our gravely affect filipino brother sister lord mercy save u ,,
6290,mag 5 7 zambales date time 22 apr 2019 05 11 pm magnitude 5 7 depth 021 kilometer location 14 95n 120 21e 002 km n 28 e castillejos zambales ,,
6291,hope everyone affect earthquake philippine okay stay safe aware ,,
6292,earthquake happen while my husband asleep work night shift m thankful awaken motion earthquake ,,
6293,tire after long day school feel ever affect earthquake earthquake hour ago manila 5 7 magnitude hear magnitude strong somewhere outside city ,,
6294,yesterday s earthquake luzon 5 7 today visayas 6 2 s get strong ,,
6295,video show rooftop swim pool water pour down skyscraper after earthquake ,,
6296,follow earthquake monday 22 april clark airport crk philippine close until 11 40 tuesday 23 april clark international airport close ,,
6297,earthquake strike central philippine kod ego illusion ,,
6298,miss fire philippine 2018 miss water philippine 2018 together mpe iloilo city castillejos zambales sign up connext holding campaign against earthquake connext holding minor sponsor ,,
6299,left side st catherine church porac pampanga heavily damage after usgs report earthquake hit province monday photo courtesy vhic naluz hanz ali ,,
6300,4 7 ml 2 km east santa cruz philippine 2019 04 23 more onde app ,,
6301,new post horrific moment philippine when earthquake aftershock rupture rooft publish fsbuq ,,
6302,sdsjdksksjsk my panic attack almost reach pak today because strong earthquake oomfs manila right now makati bgc area keep safe especially live near epicenter keep safe y all ,,
6303,pray people pampanga nearby province badly hit earthquake felt manila today time show how resilient filipino god s mercy alright amen ,,
6304,earthquake oh my god welcome back jesus christ ,,
6305,whole new meaning wave pool hope didn t involve infinity too ,,
6306,hard me good sleep kagabi kasi scared happen sa luzon see visayas also experience strong earthquake mean kind disaster devastate know our god god help kaya please pray ,,
6307,speaker gloria macapagal arroyo say recommend declaration state calamity pampanga follow 6 1 magnitude earthquake ,,
6308,clark international airport corporation say airport resume partial operation start wednesday passenger strand during closure would prioritize ,,
6309,6 3 earthquake strike day after another earthquake kill 11 people ,,
6310,feel my chair like wobble like m mechanical horse ride ever since earthquake hit luzon ,,
6311,after 6 1 earthquake yesterday zambales another 6 5 earthquake happen today eastern samar scary 2 strong earthquake two consecutive day hope everyone safe stay safe philippine ,,
6312,railway operation metro manila mrt lrt pnr resume tuesday after completion inspection determine stability structure system follow magnitude 6 1 earthquake jolt luzon monday afternoon ,,
6313,after traumatic event natural disaster people may risk develop anxiety depression here some reminder how care your mental health after earthquake ,,
6314,earthquake information 1 date time 23 apr 2019 10 39 magnitude 2 0 depth 032 kilometer location 15 11n 120 33e 024 km n 35 e castillejos zambales ,,
6315,5 11 pm monday april 22 6 1 earthquake hit luzon 1 37 pm tuesday april 23 6 4 earthquake hit visayas 2 02 wednesday april 24 4 4 earthquake hit bataan im praying earthquake win t trigger tremor west valley fault ,,
6316,malacañang suspend work tuesday government office metro manila follow 6 1 magnitude earthquake hit luzon ,,
6317,break news just hit 6 3 urge all border any near nation area report stay safe potential building 22 04 19 ,,
6318,wake up my dad send me photo pampanga how hard earthquake hit m glad s safe ,,
6319,number people kill follow powerful earthquake strike luzon monday afternoon already reach 16 ,,
6320,before post earthquake meme pampanga just want let all know structural damage people get hurt fuck die panic people cry some area still don t power ,,
6321,just hear happen philippine all my ph moot okay keep everyone affect earthquake my prayer ,,
6322,just say philippine less than prepare something bad than magnitude 6 1 earthquake hello design magnitude 8 pero gumiba na agad anuna binulsa na budget ph kaya natin ,,
6323,all filipino s affect sudden earthquake please stay strong buong luzon ay na apekto isa na din ako dun sa na affect sa earthquake please still stay alert because might aftershock ,,
6324,yall 6 1 magnitude earthquake philippine morning me most my friend family live hit really close where my family live please keep people affect your thought tonight ,,
6325,my heartfelt condolence consolation victim earthquake family ll pray philippine may god s protection care always all people philippine ,,
6326,high rise pool spill over edge during earthquake ,,
6327,young girl grandmother crush death when wall fell house ,,
6328,sit cross legged when start feel dizzy think just my leg go numb intensify until notice hanging plant wall gino s sway violently ,,
6329,just experience earthquake m gon na go calm down anxiety attack stay safe everyone ,,
6330,dunno news already then why ,,
6331,keepsafe everyone think re just dizzy until realize already earthquake pnr even cancel trip passenger safety feel like manila tour go home because need find new mean transpo gt baclaran ,,
6332,second powerful earthquake two day hit philippine ,,
6333,least eight people kill after powerful earthquake strike main philippine island luzon official say ,,
6334,serious note how know earthquake felt already metro manila s big one well give expected magnitude 7 2 intensity 8 win t even capacity tweet because telecommunication would down ,,
6335,story how angel demon become friend during 1990 luzon earthquake baguio how start bother ghost just mind own afterlife haunt bookstore less cute more catholic y death cuteness update ,,
6336,know during earthquake ,,
6337,metropolitan manila development authority suspend number cod public utility vehicle tuesday april 23 railway line close due luzon earthquake ,,
6338,monday luzon quake tuesday visayas quake wednesday mindanao quake let s all safe ,,
6339,dizziness prone people 0 earthquake 1 ,,
6340,clark international airport corporation ciac declare temporary closure clark international airport pending outcome assessment damage incur terminal building ,,
6341,strong earthquake last while stay safe everybody ,,
6342,nearby area such pampanga metro manila also report experience earthquake case up manila recent seismic incident grim awakening insecurity campus space problem pose student safety 2 n ,,
6343,before post earthquake meme pampanga just want let all know structural damage people get hurt panic people cry some area still don t power absolutely humor none all ctto ,,
6344,strong earthquake strike philippine kill up 8 ,,
6345,after luzon earthquake now visayas experience same please careful pinoy moot hope win t happen here mindanao ,,
6346,manila update malacañang suspend work government office metro manila tuesday april 23 wake ,,
6347,after m6 1 earthquake luzon visayas naman ang tinamaan keep safe pray pray pray ,,
6348,deadly m6 1 earthquake kill least 8 people philippine easter monday trap people scream help ground move like wave ,,
6349,least six people kill 50 injured when magnitude 6 3 earthquake jolt philippine cause structure collapse knock out power ,,
6350,lord help u strong protect u calamity come help u prepared always specially earthquake happen here philippine hope big one happen ,,
6351,omg earthquake philippine didn t know hop all my dearest lovely friend ok please safe amp take all security measure case another shake come my prays all country sad difficult moment ,,
6352,god make way give call all u stay safe everyone ginigising ni lord ,,
6353,my fellow ph moot please keep safe don t stop pray please include our province pampanga your prayer just get hit 6 3 magnitude earthquake yesterday good thing me my family safe ,,
6354,friend belltower church porac pampanga collapse because earthquake good thing didn t hit easter sunday ,,
6355,due recent earthquake jolt metro manila all branch include close early today april 22 2019 thank stay safe everyone ,,
6356,bts related please pray philippine earthquake hit our country yesterday afternoon aftershock til noon mga pinoy army sana safe rin kayo pray him trust him ,,
6357,s happen philippine yesterday zambales some part luzon magnitude 6 2 earthquake then today magnitude 6 6 earthquake felt samar lord please keep u safe ,,
6358,look phivolcs monitor mt pinatubo due emission unusual smoke see volcano after 6 1 magnitude earthquake hit luzon monday afternoon via ,,
6359,just felt very strong earthquake here cavite place qc makati manila ,,
6360,watch compile cctv footage experience clark airport pampanga april 22 via ,,
6361,philippine earthquake bombing sri lanka now earthquake all christian should prayer each other here se asia event unfold easter when celebrate our risen savior jesus christ must focus grace glory kindness ,,
6362,new powerful earthquake hit central philippine today day after 6 1 quake hit country s north kill least 11 people u s geological survey put magnitude late quake 6 4 ,,
6363,reallly hope everyone affect earthquake okay may god bless each everyone philippines my prayer tonight ,,
6364,horror major earthquake philippine shake water high rise swim pool more here gt gt gt ,,
6365,earthquake here my country while ago look like thanos leave peaceful land hit mainland ,,
6366,earthquake information 1 date time 22 apr 2019 05 11 pm magnitude 5 7 depth 021 kilometer location 14 95n 120 21e 002 km n 28 e castillejos zambales ,,
6367,read watch news earthquake especially news my hometown pampanga get emotional bec im currently anything may happen prayer everyones safety ,,
6368,hi armys ph pearl ph armys just encounter mgn 6 1 yesterday luzon 1 hr ago mgn 6 2 rock visayas area eastern samar hop everyone would safe pray country bts ,,
6369,experience magnitude 7 earthquake feel people pampanga feel s horrible s surreal my prayer go ,,
6370,aftershock expect after magnitude 5 7 earthquake jolt metro manila nearby province here tip when earthquake strike your area stay safe everyone ,,
6371,hope family friend philippine safe very traumatized ,,
6372,phivolcs 5 7 hko 6 4 usgs 6 3 discrepancy disturb ,,
6373,didn t realize earthquake bad until saw picture destruction pampanga grabe pala may victim rest peace sana di na madagdagan felt like wave bgc sea beneath u ,,
6374,government through phivolcs closely monitor situation after 6 1 magnitude earthquake hit zambales affect other part luzon say presidential spokesperson salvador panelo ,,
6375,phivolcs disown text message magnitude 7 1 magnitude earthquake may strike metro manila soon ,,
6376,pray too affect earthquake luzon ,,
6377,philippine earthquake preach powerful release m v ,,
6378,omg tfc agent just inform me tnt boy concert hayward california postpone coz weren t able board plane due earthquake philippine keep safe boy ,,
6379,number mall church supermarket report collapse due strong quake ,,
6380,m cry ,,
6381,earthquake drill work may big one metro manila people now know thanks ,,
6382,hello know say ll update today just say experience massive earthquake here philippine worried my fellow filo follower everyone please stay safe stay alert pray ,,
6383,mr president du30 please next time don t say bad word your people ok because bad foul word say your speech cause many our kabayan s dead last s monday earthquake part luzon now visayas please stop ,,
6384,strong earthquake happen here philippine few hour ago stray kid go here saturday m pray stray kid every stay go concert safe ,,
6385,6 1 magnitude earthquake crush 4 storey establishment damage other structure porac pampanga manila video ,,
6386,2 carol navarro incite religious war cia when celebrate april 21 2019 april 22 2019 earthquake philippine frighten lot people yesterday afternoon ,,
6387,serious note our country experience high level magnitude earthquake since yesterday today experience 6 2 magnitude earthquake m send silent prayer all our brother sister easter samar ,,
6388,s magnitude 5 7 earthquake while ago here philippine please stay safe ph army read somewhere might aftershock s my first time experience kind earthquake my entire life still feel scared ,,
6389,all people philippine m here again please pray god 2nd earthquake felt please stay safe everyone ,,
6390,pray tje philippine stay safe peep god bless ,,
6391,ainʼt cpop relate please sign petition also all affect earthquake esp luzon oomfs stay safe ,,
6392,bts relate please add philippine your prayer many ppl get affected bc earthquake already my ph armys out always aware your surroundings didn t know might happen prepare ur emergency kit amp careful ,,
6393,6 1 magnitude earthquake pampanga last monday afternoon rock metro manila too remind u how real how dangerous earthquake tuesday 6 4m 4 8m record leyte just early ,,
6394,earthquake recently saw cabinet ragingly shake felt scared go down my leg still shake fear stay safe everyone philippine ,,
6395,surreal experience today after just arrive manila building shook seem age hide under table then run out building still shock glad alive others lucky prayer amp thought affected ,,
6396,traveler strand follow closure manila airport due earthquake damage au ,,
6397,church porac pampanga ruin because earthquake supermarket also accord news find some dead people wall ruin ,,
6398,someone might predict search facebook page premonition ,,
6399,stay safe everyone just earthquake here philippine ,,
6400,manila philippines department public work highway dpwh say tuesday april 23 road bridge ,,
6401,s happen yesterday luzon today visayas tomorrow keep safe everyjuan ,,
6402,manila international airport authority tuesday warn airline company take advantage monday s earthquake arbitrarily delay cancel flight ,,
6403,massive felt masantol knock out electricity water landline phone internet service thankfully mobile service still up ,,
6404,don t wan na earthquake again feel anytime sudden earthquake would occur ,,
6405,unrelated bts tweet my fellow filipino armys please guy safe earthquake just hit yesterday theres possible aftershock happen anytime specially zambales my fellow cabalen pampanga alert pray our safety ,,
6406,day after earthquake hit asian nation s large luzon island kill least 11 people ,,
6407,northern philippine jolt magnitude 6 1 earthquake ,,
6408,imagine epicenter earthquake metro manila swear earthquake different story refuse imagine happen entire country cripple ,,
6409,bless keep calm our god control earthquake ,,
6410,why hatin why don t go pampanga help 2 dead clue how help everyone need help all hate others social medium oh why don t criticize post earthquake joke well all hate well ,,
6411,offer prayer all victim earthquake prayer also everyone s safety my heart go all adn especially pampanga may lord protect u all harm amen ,,
6412,may earthquake padin only luzon also visayas pray everyone s safety esp my family out nobody safe natural calamity make lindol joke aint gon na help ,,
6413,yesterday luzon hit strong earthquake now visayas keep safe everyone ,,
6414,another strong earthquake hit philippine 6 2 intensity felt eastern samar keep safe everyone francis ,,
6415,felt earthquake few min ago s scary almost cry first time ever felt one keep safe philippine ,,
6416,concert here manila come saturday while ago 6 1 earthquake hit metro manila phivolcs say tagt big one might strike any time soon hope concert might go well everyone safe ,,
6417,april 24 2019 plt promelia e orejas napcos undergoing ftx ojt icps4 icpo hand over small amount cash collect team pmsg dolce c cañete supply finance pnco icps4 victim earthquake pampanga ,,
6418,pray everyone safe earthquake happen certain part philippine especially angeles city god forsake u help u rebuild ourselves again ,,
6419,advisory light earthquake strike part luzon yesterday class all level mapua university suspend today april 23 2019 tuesday give way inspection structural integrity building ,,
6420,flight pampanga suspend 24 hour after 6 1 magnitude earthquake ,,
6421,remain my heart forever ,,
6422,something say our attitude towards natural disaster 1 really nation post 2 really aren t prepared make social medium our cop mech wag na magalit sa earthquake post alangan naman alien invasion ipost ng pilipinas ,,
6423,earthquake information 1 date time 19 apr 2019 03 07 pm magnitude 2 0 depth 006 kilometer location ,,
6424,look our office after earthquake ,,
6425,please spread thread hi twitter world ust currently plan relief operation nabuclod floridablanca pampanga aeta community need your help right now more than 800 family affect earthquake last april 22 ,,
6426,update 22 04 m6 1 earthquake philippine 16 fatality 14 miss 107 injured 1708 affected 3970 displace 600 house damage ,,
6427,wait re luzon u experience earthquake too good know ,,
6428,look people establishment office regis center katipunan qc ask evacuate follow earthquake hit luzon via ,,
6429,asia request rebooking my client april 24 tomorrow due earthquake damage clark airport please send me new flight my client old flight cagayan clark april 24 please send new flight april 24 cagayan manila asap ,,
6430,three child woman among leave dead porac pampanga strong earthquake hit part luzon monday ,,
6431,earthquake damage update april 22 2019 10 45 pm chuzon supermarket porac pampanga rescue go ,,
6432,pnp leadership tuesday order immediate technical inspection assessment all police station other camp facility follow magnitude 6 1 hit several part luzon monday ,,
6433,check out great event our chef partner danilo b tangalin jr maya eatery put support relief effort philippine april 25 6 30 pm don t miss tasty event good cause ,,
6434,friend discuss earthquake manila see link fall water lethal hight volume fall water kill ,,
6435,philippine get strucked earthquake northern luzon see video footage damage structure such clark airport stay safe everyone ,,
6436,stay safe guy strong earthquake while ago here pampanga hear also felt far batangas ,,
6437,metro manila ready big one imagine minor earthquake cause all traffic public transpo pano pa pag big one na oh ,,
6438,hundred year old church burn bomb during easter sunday earthquake pampanga ayaw basola ang mining ha war libya event happen just 1 week ,,
6439,more 5 people die after two building collapse 6 3 afp reporitng ,,
6440,saw tweet say s already dbig1 because high magnitude earthquake 6 4 hit philippine get s scary tho 9 1 magnitude earthquake hit japan didn t claim dbig1 na feel scary ndi ba ma scary yung ganong pag takot mo sa sarili mo ,,
6441,why see report 6 1 earthquake s just hit luzon island philippine read utter rubish game throne pffftttt ,,
6442,people evacuate skyscraper central business district manila after 6 3 magnitude earthquake strike city ,,
6443,look pampanga s welcome arch severely damage 5 7 magnitude earthquake record around 5 11pm monday april 22 courtesy gizelle galang puno ,,
6444,earthquake mag 6 1 taguig city luzon philippine monday 22 apr via ,,
6445,6 people kill earthquake north eastern philippine ,,
6446,hear earthquake manila hope guy all safe don t worry everything pass stay safe take precautionary step quickly pray all ,,
6447,philippine rock second earthquake two day via ,,
6448,hi aware tutubigan philippine striken magnitude 6 6 earthquake 2019 04 23 07 37 utc 37m 57s ago your location when earthquake occur ,,
6449,2019 04 15 01 33 01 m5 1 babuyan island region philippines 19 3 121 1 1cbfb ,,
6450,prayer go out all family affect earthquake earlier especially pampanga 8 casualty already ,,
6451,too many incident span day first then now earthquake ,,
6452,powerful earthquake shake northern philippine monday leave least five people dead collapsed building disaster relief official say philippine institute volcanology seismology say quake register ,,
6453,just lucky kidapawan when earthquake luzon take place glad hear everyone my family friend safe ,,
6454,3 tweet news article here ,,
6455,philippine quake knock over building damage airport ,,
6456,all your family philippine safe earthquake hit sunday afternoon know hit luzon around north manla prayer philippine ,,
6457,bang chan say sadden past event here philippine care ph stay affect earthquake precious ,,
6458,powerful earthquake strike main philippine island luzon monday ,,
6459,earthquake just hit philippines please just stay safe everyone hopefully everything alright ,,
6460,prayer affect earthquake luzon particularly zambales pampanga attack sri lanka ,,
6461,clark international airport close atleast 24hrs ,,
6462,never see such heartless person like before earthquake occur philippine fucking joke please stop such trash your fandom ,,
6463,mb 5 earthquake review occur 2019 04 26t06 04 27 utc 37km e general luna philippine ,,
6464,earthquake hit pampanga yesterday strike again sleeping giant rise create much strong devastate tremor affect most luzon second coming our lord hand pray ,,
6465,felt here manila another one want ready just case ,,
6466,another earthquake happen around 2am here manila m really scar hell why happen consecutively ,,
6467,eastern samar army pipz please stay safe pray country bts ,,
6468,cnn wire water cascade high rise building s penthouse manila after powerful earthquake shake philippine water cascade high rise building s penthouse manila after powerful earthquake shake philippine monday lea ,,
6469,weren t able ig story earthquake here use clark airport pampanga c lance lauren ,,
6470,second large earthquake hit central philippine day after 6 1 quake hit country s north kill least 11 people ,,
6471,yesterday magnitude 5 7 earthquake hit pampanga zambales now another magnitude 6 2 eastern samar s happen hope everyone s okay one affect ,,
6472,early make me realize urban planning manila indeed fuck up big time ,,
6473,joke earthquake isn t funny don t know how hard affected shld pray help anyway ,,
6474,once ph sooooo awesome earthquake stop watch twice comeback respect guy source koreaboo fb comment section ,,
6475,image copyright epa least five people kill philippine after powerful earthquake strike main island luzon official say magnitude 6 1 earthquake hit ,,
6476,good morning future news turkey italy greece afghanistan iran iraq 4 6 m earthquake soon philippines west indonesia taiwan moderate earthquake soon west indonesia 5 m earthquake soon then tonga samoa vanuatu andaman myanmar moderate quake ,,
6477,2nd powerful quake hit philippine day after deadly temblor ,,
6478,every time something happen philippine get super scar my family respond group chat my brother start re still worry earthquake s aftershock ,,
6479,hi jeffree understand happen here philippine traumatic earthquake experience just 2 day ago spend time your family very important because tomorrow never know happen anyways m still send my love ,,
6480,semi stand wave pool follow today s m6 1 earthquake luzon philippine ,,
6481,twice release mv philippine shake literally ,,
6482,earthquake info usgs m 6 3 13km e tutubigan philippine ,,
6483,hi earthquake m4 7 recently hit near general luna philippine 2019 04 22 05 59 utc 59m 57s ago experience please reply one yes ,,
6484,never know go through afternoon joke around earthquake ,,
6485,oh my god s earthquake here some place luzon like metro manila my knee literally shake keep safe guy ,,
6486,just want ask concert stray kid araneta continue despite earthquake alert cancel reschedule everybody s safety thanks since park bo gum cancel trip here manila ,,
6487,ok wtf yesterday massive earthquake here ph luzon far ours today earthquake happen just now here our location god please save u ,,
6488,again 2nd time philippine hit 6 3 powerful earthquake god mercy ,,
6489,earthquake philippine s come out korea hope harm family saipan s friends know ,,
6490,all people joke around s happen here philippine people traumatize injure lose love one lose home many people even dead even don t know when earthquake come think s joke ,,
6491,manila philippine update magnitude 6 5 earthquake strike part visayas 1 37 pm tuesday april 23 ,,
6492,think earthquake mean wake u up filipino stop succumb uneducated corrupt dumbass politician wannabes save country itself ,,
6493,report m 5 2 124km se pondaguitan philippine ,,
6494,photo magnitude 6 1 earthquake hit luzon monday april 22 leaf damage sari sari store elizabeth juguilon ,,
6495,trend worldwide sa earthquake philippine ,,
6496,m try calm my mind stop anxious get earthquake news everyday soooo scary want my faith shake lord please hug philippine stop shake know your arm wide enough hug world ,,
6497,hi guy pls include philippine your prayer experience earthquake three consecutive day ,,
6498,earthquake tremor shake swim pool manila advertiser ,,
6499,my friend visayas hope guy okay apparently s just cebu s strong samar felt all way albay other part visayas ,,
6500,aftermath earthquake public awareness increase should another one leyte quickly follow earthquake pampanga only natural would fear might foreshadow another big earthquake ,,
6501,just phivolcs upgrade earthquake magnitude 5 7 6 1 upto intensity v felt part metro manila central luzon ,,
6502,earthquake my country stay safe ph nctzens didn t feel my city tho ig s just manila pls stay safe everyone ,,
6503,philippine private sector aid highlight need collaboration amid luzon earthquake aftermath kha ,,
6504,after strong earthquake hit luzon filipino visayas also experience 6 5 magnitude trembler tuesday afternoon ,,
6505,earthquake sends water tumble high rise roof cnn video wish best during hard time ,,
6506,too many tip before amp after everything book yet building structure up par preparedness should involve update outdated building code then compliance enforcement ,,
6507,philippine earthquake kill 11 tesla llaunch robo taxi 3 more hot news tuesday apr 23 ,,
6508,magnitude 6 1 earthquake felt japan philippine taiwan hope everyone s okay stay safe y all ,,
6509,philippine taiwan japan hit earthquake today hope everyone safe damage minimal watch out after shock keep yourselves dear one safe ,,
6510,landslide 22 april 2019 m 6 1 earthquake gutad luzon philippine ,,
6511,earthquake luzon yesterday now earthquake visayas panginoon ko please protect u one love ,,
6512,least 10 dead after powerful earthquake strike philippine ,,
6513,earthquake 6 4 magnitude hit central philippine accord ,,
6514,6 1 mag earthquake hit manila need information quake don t go cnn earthquake report internet source cnn too busy w try frame president w lie quake news below ,,
6515,earthquake evacuation trinoma mall april 22 2019 ,,
6516,my home province pampanga severely damage deeply affect earthquake people die alot get injured church road establishment wreck very sad day all u ,,
6517,earthquake 6 4 magnitude strike central philippine usgs ,,
6518,philippine btw s earthquake yesterday here ph stay safe ph army bts ,,
6519,philippine another earthquake my family thankfully far enough area hope my mutuals okay also send prayer all ,,
6520,develop story 2 kid confirm dead least 40 people still trap porac pampanga supermarket collapse after magnitude 6 luzon earthquake sensitive your joke ,,
6521,prayer all family friend stay safe god help everyone lt 3 amanda ,,
6522,class cancel due earthquake still m here s confuse af magnitude 6 earthquake didn t feel anything anyways keep safe fellow caviteños amp luzon ,,
6523,sawadee kha thailand mabuhay philippine hello world afternoon manila philippine experience 5 7magnitudes earthquake keep safe every one hope like tonight ,,
6524,hope my family philippine okay another earthquake strike again hope 2nd hit people okay ,,
6525,felt almost like earthquake 1990 when 4th floor our school ,,
6526,official phivolcs seismology department clarify batangas earthquake connect magnitude 6 tremor strike castillejos zambales affect different area luzon include metro manila ,,
6527,private sector lead philippine disaster resilience foundation immediately go into action join government rescue operation porac pampanga follow last monday s magnitude 6 1 earthquake ,,
6528,condolence lose someone because 04 22 earthquake ,,
6529,t make joke ivan fuck want s free speech need humor cheer up serious situation ,,
6530,earthquake information 1 date time 16 apr 2019 03 00 pm magnitude 2 8 depth 030 kilometer location 05 81n 126 80e 123 km ,,
6531,me durig earthquake literally panic just enjoy comeback ,,
6532,second major quake rattle philippine after early 6 1 magnitude earthquake leave 11 people dead 30 still fear trap rubble ,,
6533,look consuelo bridge affect 6 1 magnitude earthquake april 22 floridablanca pampanga now open traffic via ,,
6534,earthquake 6 1 magnitude hit philippine hour ago epicenter close many relative my father currently well safe flight home cancel hop all best everyone ,,
6535,number people monday s hit reach 282 while 18 more people national risk reduction management council ndrrmc say thursday statement ,,
6536,two s 2 day w0w send positive vibe ppl ,,
6537,let s start wonderfully trubitastic morning right offer short prayer few moment silence people pampanga affect yesterday s earthquake ,,
6538,bts relate hueee nag earthquake nanaman daw sa manila goshhh please safe guy dont forget pray please ,,
6539,my refuge my shield put my hope your word psalm 119 114 niv name nation put hope matthew 12 21 niv ,,
6540,earthquake manila yesterday earthquake leyte afternoon common denominator my root love one friend very dear me both same area panic attack level 739 ,,
6541,pampanga governor lilia pineda least eight dead earthquake ,,
6542,just philippine other country re affect earthquake need prayer s world need our prayer just usual day some usual thing real quick happen m kinda perplexed right now seem like s happen tho ,,
6543,hey guy due recent earthquake affect central luzon our zoobic gig reschedule may 17 ll keep post update stay safe everyone ,,
6544,noticed how many thing get broken just because magnitude 5 earthquake lrt mrt station stop operation exit door building arent work traffic worsen metro manila s weak underprepared re all fucked ,,
6545,bang chan say when hear earthquake philippine first think philippine stay very worried u our leader such sweetie pie ,,
6546,philippine hit second earthquake 24 hour traveller urge follow advice security authority ,,
6547,oh my good lord felt again safe everyone alert prepare your emergency kit ,,
6548,feel weak after see pic ,,
6549,sad s happen philippine now 3 earthquake since april 22 2019 until now ,,
6550,search rescue operation halt after another earthquake felt pampanga jolt zambales 2 salazar say conduct clear operation now ,,
6551,mall guard ask people move open area after magnitude 5 7 quake felt part metro manila story ,,
6552,list five bizarre food eat survival ,,
6553,dswd disaster response operation monitor information center dromic report 4 magnitude 6 5 earthquake san julian eastern samar ,,
6554,earthquake info m4 5 earthquake fri 12 apr 03 46 37 utc philippine island region philippines 1 experience report volcanodiscovery ,,
6555,coincidence god s perfect time 4 22 19 big one ,,
6556,summer heat water power interruption then earthquake gosh s next keep praying ,,
6557,just now anyone felt locate here shaw blvd mandaluyong metro manila ,,
6558,another 6 5 magnitude earthquake philippine stay safe everyone ,,
6559,exo relate u include our country your prayer yesterday experience 6 1 magnitude earthquake here luzon today visayas take care stay safe eggies ,,
6560,all people experience earthquake earlier especially philippine stay safe ,,
6561,footage crane top building strike philippine kian tomlinson ,,
6562,stay safe phixos yesterday earthquake happen luzon now visayas s possibility ll happen tomorrow mindanao please keep alert safe everyone exo ,,
6563,break 4 person now reportedly dead pampanga after m6 1 ,,
6564,just 5 7 magnitude earthquake phivolcs data jolt metro manila ang part luzon 5 11 p m april 22 usgs data record 6 3 magnitude ,,
6565,apparently airport land philippine ruin earthquake cancel my flight rebook monday still korea until monday ,,
6566,correction epicenter castillejos zambales add sad hear san agustin church lubao pampanga take photo just last friday night after procession look photo take just now mine ,,
6567,hard sleep night since first earthquake hit philippine idk expect m terrify know m only one ,,
6568,skyscraper s rooftop pool turn into waterfall earthquake rock manila ,,
6569,thought amp prayer powerful 6 3 magnitude hit spark evacuation central ,,
6570,anonymous alert earthquake philippine another earthquake philippine mindanao davao oriental april 24th 2019 4 1 magnitude ,,
6571,everyone please include pampanga your prayer re one s greatly affect 6 1 magnitude m earthquake just hit philippine ,,
6572,omg shoockt earthquake m sorry woah my stream mess up m start update huhu keep safe everyone philippine ,,
6573,another earthquake tell my parent re call my grandparent now visayas phew ,,
6574,badly build reinforce concrete building kill people philippine wrath family small survival kit each room include boot flashlight even slightly damage building very dangerous navigate barefoot night ,,
6575,havent hear news other place since earthquake happen brown out kasi dito im praying people pampanga other place well ,,
6576,just post new blog earthquake 6 5 magnitude strike south philippine usgs ,,
6577,break magnitude 5 7 earthquake hit metro manila luzon 5 11pm april 22 2019 magnitude 5 7 depth 021km location 14 95n 120 21e 002 km n 28 e castillejos zambales ,,
6578,don t think philippine ready big one close mrt operation offer alternative result people queue hour close building large establishment imagine would aftershock ,,
6579,facebook post share thousand time warn imminent earthquake kill some 30 000 people philippine just one problem technology predict earthquake ,,
6580,saw some tweet abt earthquake here philippine fancams idol quote only stan let s sensitive ppl die some child many injure relative devastate how take lightly ,,
6581,after luzon visayas now mindanao hit 4 7 magnitude earthquake 3 earthquake row god protect u harm ,,
