,content,categories,priority
3656,don say another word pr death toll one argument shouldn bad shape before hurricane wouldn surprise anyone high death toll control weather ,['Irrelevant'],Low
3657,hurricane florence update liberty nc september via ,"['FirstPartyObservation', 'Location', 'Hashtags']",Low
3658,pm edt high wind around mph remain offshore heavy rain impact much eastern north carolina evening gust high mph near cape lookout nc ,"['Weather', 'MultimediaShare', 'Hashtags', 'News']",Low
3659,nigga currently flee hurricane idgaf bobbie brown movie ,['Irrelevant'],Low
3660,buy bottle water ,"['Location', 'ServiceAvailable', 'Hashtags']",Low
3661,keep family prayer ride out clemmons north carolina ,"['Hashtags', 'Sentiment']",Low
3662,watch cnn all day when big event like protest hurricane happening ,['Irrelevant'],Low
3663,hurricane essential autry house ,['Irrelevant'],Low
3664,today very poignant come way student instagram page impend approach hurricane florence help u remember time when another major weather event bring our community together ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
3665,here look condition florence slowly move close coast rain wind start ramp up ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags', 'News']",Low
3666,only time haven want aunt flo come town all seriousness pretty scar send love all my cysters family friend carolina stay safe ll hunker down ,"['Hashtags', 'Sentiment']",Low
3667,come everyone ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
3668,how handle hurricane florence my side all day erwin north carolina ,"['Location', 'MultimediaShare']",Low
3669,bruhhh wth get ta go time evacuate national weather service hurricane advisory update east coast new path update ,['MovePeople'],High
3670,re mount large response history attack restoration carolina rough week ahead ll give our all ,"['CleanUp', 'Hashtags']",Low
3671,without power here north carolina right now ,"['Factoid', 'Hashtags', 'News']",Low
3672,make possible use ,['Irrelevant'],Low
3673,know flooding would only flood plain feel well stay last report make sound like whole city under water ,['Irrelevant'],Low
3674,please someone tell me how make sense cat cause catastrophic damage death thanks jesus kill less people hurricane ,['Sentiment'],Low
3675,obviously take picture closed ,"['MultimediaShare', 'Hashtags']",Low
3676,cat major hurricane florence prediction live coverage weather via ,"['MultimediaShare', 'News']",Low
3677,cctv hurricane florence nears live surf cam video show impact carolina ,"['FirstPartyObservation', 'MultimediaShare']",Low
3678,here ,"['Hashtags', 'OriginalEvent']",Low
3679,huge shout out middle still reception my tv ,['Sentiment'],Low
3680,today forecast scatter thunderstorm hi lo currently breezy ,"['Weather', 'Location', 'Hashtags', 'News']",Low
3681,radar estimate wind above ground very heavy rain wind force down surface just offshore surf city ,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags']",Low
3682,circa thinking time when live north carolina out bank pray everyone deal hurricane florence devastating hear all fire ,['Sentiment'],Low
3683,me outside tryna feel hurricane wind ,['Irrelevant'],Low
3684,over without power coastal north carolina up million project through storm accord duke energy ,"['MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
3685,severe flood new bern lot water rescue happen ,"['Official', 'Hashtags', 'News']",Low
3686,thank come our rescue ,['Irrelevant'],Low
3687,sun come up folk want get out view damage dont take risk excellent reminder ,"['MultimediaShare', 'Hashtags', 'Advice']",Low
3688,gust surpass peak gust mph happen both hurricane fran hurricane floyd ,"['Location', 'Factoid', 'Discussion']",Low
3689,important information flash flooding power outage expect weekend tune get ready ,"['MultimediaShare', 'Hashtags']",Low
3690,wind florence eyewall felt wilmington ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'News']",Low
3691,tired see people say how wrong meteorologist forecast reason people read guages trend predict likely happen re all keep u informed geesh ,"['Hashtags', 'Sentiment']",Low
3692,elementary school kid sing eye storm ahead hurricane florence ,['Irrelevant'],Low
3693,update bad florence likely over still significant impact ,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Hashtags']",Low
3694,late update hurricane florence additionally wake county currently under tornado watch until evening continue update our guest storm progress through state ,"['Weather', 'MultimediaShare']",Low
3695,nhcs official interview education today blog hurricane florence ,['Discussion'],Low
3696,my neighbor hurricane prepping apartment last two morning get shit me ,['Irrelevant'],Low
3697,blog day cover last moment prep yesterday first moment descent region ,['Irrelevant'],Low
3698,outer band charleston sky ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags']",Low
3699,pray keep power all our family friends wilmington leland stay safe hurricane flo ,"['MultimediaShare', 'Sentiment']",Low
3700,right through many hurricane plenty water supply oh shit re now attic come pick u up kind thinking should add definition stupid ,['Irrelevant'],Low
3701,shoutout ground carolina re get people coast police national guard reach ,"['Hashtags', 'Sentiment']",Low
3702,loom hurricane still fresh bread weaverstreetmarket weaver street market ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'ServiceAvailable']",Low
3703,our thought all impact hurricane florence safe ,['Sentiment'],Low
3704,upon u please listen warning watch evacuation please remember your pet prayer everyone path ,"['Hashtags', 'Advice', 'Sentiment']",Low
3705,family last year top chimney rock chimney rock north carolina ,['Irrelevant'],Low
3706,band wind right now north raleigh ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags', 'OriginalEvent']",Low
3707,much happen hurricane comfort turn national news see report take place stay safe friend ,['Sentiment'],Low
3708,edt nw silver lake new hanover co nc social medium report hurricane multiple tree down independence rd river rd ,"['ThirdPartyObservation', 'Location', 'OriginalEvent', 'News']",Medium
3709,how help impact ,"['MultimediaShare', 'Hashtags', 'Advice']",Low
3710,leave caribbean basically like miami airport hurricane just get hit directly one ,"['MultimediaShare', 'Discussion']",Low
3711,break personal news ll couple hour inland columbia newspaper help report weekend ,"['MultimediaShare', 'Hashtags', 'News']",Low
3712,work re prepare respond need box truck help deliver supply impacted area help u ,"['GoodsServices', 'Hashtags']",Low
3713,get accurate info update via following twitter list area govt ,"['Official', 'Hashtags', 'News']",Low
3714,storm wreak havoc farm business community disaster relief fund activate take donation ,"['Donations', 'Hashtags']",Low
3715,need water new off retail drive wake forest repurposing empty milk jug cleaning fill water free ,"['Location', 'ServiceAvailable', 'Hashtags', 'News']",Low
3716,wind begin roll here foothill ,"['FirstPartyObservation', 'Location', 'Hashtags']",Low
3717,follow insta twitter just something brighten your day while deal hurricane florence ,['Irrelevant'],Low
3718,power out ,"['Location', 'Hashtags']",Low
3719,storm surge now take over wind shift out east south bring atlantic onshore ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
3720,prayer everyone affect hurricane sicken everyone safe ,['Sentiment'],Low
3721,more storm damage ,"['MultimediaShare', 'Hashtags', 'News']",Low
3722,despite hurricane florence kick our ass blog still launch today all go check out another new next thursday ,['Irrelevant'],Low
3723,brace yourselves hurricane come ,['Irrelevant'],Low
3724,mile beach house stay earlier week ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Official', 'Hashtags']",Low
3725,just reminder our word ites partner hashtag any hurricane update use stay connect each other inform each other our community stay safe ,['Sentiment'],Low
3726,trap indoors hide hurricane may well glass wine while still power ,"['FirstPartyObservation', 'Discussion']",Low
3727,governor press conference almost every primary road pamlico county impassible flood ,"['Location', 'News']",Low
3728,tree down top business boil spring lake nc ,"['FirstPartyObservation', 'Location', 'MultimediaShare']",Low
3729,update more than customer without power across north south carolina due ,"['Location', 'Factoid', 'Hashtags', 'News']",Low
3730,thx quite storm flood down east where grow up go bad ,['Irrelevant'],Low
3731,hit carolina our thought go out our industry friend couple make difficult decision alternate plan reminisce ,"['Hashtags', 'Sentiment']",Low
3732,hurricane florence move mph top sustain wind mph rainfall expect start mount pleasant ,"['Weather', 'Factoid', 'Hashtags', 'News']",Low
3733,thinking all our friend around carolina today wish everyone safe return home once storm pass photo take very special trip eastern nc bbq country right after our very first map beautiful scene pull u off road ,"['MultimediaShare', 'Sentiment']",Low
3734,flood concern rock hill when normal rain flood hurricane rain don know go happen ,"['MultimediaShare', 'News']",Low
3735,ask couple player yesterday scott darling say experience really bad hurricane didn remember name mid while dad station alabama immediately prepare when hear florence ,['Irrelevant'],Low
3736,my heart break god please over each every person affect hurricane ,"['MultimediaShare', 'Hashtags', 'News', 'Sentiment']",Low
3737,hope flood enough during hurricane jet ski around columbia heroy ,['Irrelevant'],Low
3738,resident north carolina pls don blame u our hurricane damage people dead one month old say fake news dare ,['Discussion'],Low
3739,sorry death why mother leave especially child come people thru hurricane know when mandatory evacuation issue best pack up get road shelter out town win happen me ,"['Hashtags', 'Sentiment']",Low
3740,our hurricane help desk now open take your call ,"['ServiceAvailable', 'Hashtags', 'News']",Low
3741,hurricane miss starrcast ,['Irrelevant'],Low
3742,good rainy day fund nc gon na need after week hurricane florence ,['Irrelevant'],Low
3743,great more than double death hurricane maria thanks your incompetence ,['Irrelevant'],Low
3744,how still get telemarketing call company carolina people currently under hurricane go home safe ll here monday try again when weather well won pick up try again ,['Discussion'],Low
3745,got workout before hurricane hit also pr albeit shitty wide grip pull ups total fitness center inc ,['Irrelevant'],Low
3746,my friend alex mile coast my thought all complete devastation closer everywhere take long time recover charlotte just start get our portion start flood u issue well ,"['MultimediaShare', 'Sentiment']",Low
3747,hope everyone stay safe during hurricane florence any question university operation click below ,"['Location', 'MultimediaShare', 'ServiceAvailable']",Low
3748,people without power statewide utility company say number grow ,"['Factoid', 'Hashtags', 'News']",Low
3749,elijah isn fan windstream work line neighbor park our driveway while lol ,['Irrelevant'],Low
3750,didn sleep take nap today when my exact plan during hurricane ,['Irrelevant'],Low
3751,begin park clearwater apartment ,['Irrelevant'],Low
3752,facebookers need double check hurricane post date before reposting ,['Irrelevant'],Low
3753,update say more than cumberland county resident without power ,"['Factoid', 'Hashtags', 'News']",Low
3754,saturate soil mean tree topple take out power line risk isolated tornado remain lose power see problem flooded road potentially tree other debris down campus ,"['Hashtags', 'Discussion']",Low
3755,hurricane come here yet tuckasegee river ,"['Location', 'MultimediaShare']",Low
3756,drink hurricane margarita hurricane florence texas roadhouse ,['Irrelevant'],Low
3757,survive ,"['Hashtags', 'Sentiment']",Low
3758,need free prayer get my boi ,"['Hashtags', 'Sentiment']",Low
3759,saturday morning karate week may put hold due hurricane florence post tonight first thing morning ,['Discussion'],Low
3760,tell people die hurricane florence jerk ,"['MultimediaShare', 'Discussion']",Low
3761,funny story hurricane sandy saw something similar day before mr cantore battery park live hit grey slightly windy dry put rain coat him make him act like wind rain come down ,['Irrelevant'],Low
3762,start feel first effect outside columbia afternoon ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags']",Low
3763,still don power come inside our car listen radio charge our phone water run rain wind still strong flooding far our house ,"['FirstPartyObservation', 'Location', 'Hashtags']",Low
3764,hi guy directly affect hurricane quickly use up my mobile data anyway help out thanks ,['InformationWanted'],Low
3765,hate miss my power out southern north carolina flo go home ,['Discussion'],Low
3766,update batcave sideways rain small fly debris still power ,"['Location', 'Hashtags', 'Discussion']",Low
3767,live eastern nc glen people suffer bad me less fortunate people least mention u seem enthral diane feinstein kavanaugh smh ,"['Hashtags', 'Discussion']",Low
3768,anyone else anxious go sleep fear wake up power go out branch fly over ,"['Hashtags', 'Discussion']",Low
3769,send lot love my wilmington nc friend family right now hope everyone stay safe florence leave soon ,"['Hashtags', 'Discussion']",Low
3770,take pic two year ago morning after storm after hurricane alert wake up early just see sunrise make sure ,['Discussion'],Low
3771,break update nc power outage approach ,"['Factoid', 'Hashtags']",Low
3772,put perspective help others launch sounding into average spacing hr over course day half include eye eyewall amazing dataset ,"['Location', 'Hashtags']",Low
3773,our weather now heavy wind rain ,"['Weather', 'MultimediaShare', 'News']",Low
3774,spend day work emergency operation center today watch everyone all department work oneteam onecary fill my heart such joy sense purpose pride ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
3775,preparation hotline open public may call request help clean up tree muck out flood home remove debris etc ,"['ServiceAvailable', 'CleanUp', 'Hashtags']",Low
3776,look like power slowly restore around north carolina power outage total per ,"['Factoid', 'CleanUp', 'Hashtags', 'News']",Low
3777,worry flooding worry power go out my only concern all old tree re surround ,['Irrelevant'],Low
3778,five hour power flood even wind damage ll tough out ,"['Location', 'Hashtags']",Low
3779,hurricane florence vlog via ,['Irrelevant'],Low
3780,like mouse faux safety neighbor see move behind window tree dance wind insane tune ,['Irrelevant'],Low
3781,anyone relative new bern elderly need help ride dr grocery store wherever help just let me know where get ,"['ServiceAvailable', 'Hashtags']",Low
3782,bundle sideways rain dramatic meteorologist re overstay your welcome down south time go ,['Irrelevant'],Low
3783,ese mph light air gust mph rn rntdy feel rh dp cb bp moon wax crescent ,"['Weather', 'Location', 'Factoid', 'Hashtags']",Low
3784,scary near demonic sound wind gust just now joke stay safe ,"['FirstPartyObservation', 'Location', 'Hashtags', 'Advice']",Low
3785,current situation while hurricaned ,['Irrelevant'],Low
3786,water worry raleigh crabtree creek another body water notorious flood even after heavy thunderstorm saturday morning thanks already begin overrun bank near wake forest road ,"['FirstPartyObservation', 'Location', 'EmergingThreats', 'MultimediaShare', 'Hashtags']",Medium
3787,situation morning well bad generator back inside cause power back re start get hit first part waxhaw north carolina ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
3788,windy rainy arrive ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
3789,prayer up all people impact hurricane florence keep mind folk evacuate must return life turn upside down ,['Sentiment'],Low
3790,rain mostly die down greenville scatter shower point people many other part state still look heavy rain bring dangerous flash flooding careful pirate nation ,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Hashtags']",Low
3791,know everyone get cabin fever hurricane treat yourself cut color today sunday only ,['Irrelevant'],Low
3792,please remember safety tip stay campus stay indoors much possible drive into water when danger flood like now friends don let friend drive condition read your email check ,['Advice'],Low
3793,hurricane fake victim jacksonville nc my house now full water power since thursday how dare make fun thousand affect storm ,"['FirstPartyObservation', 'Location']",Medium
3794,more than people without power restortion now start ,"['Factoid', 'CleanUp', 'Hashtags']",Low
3795,still expect flood during high tide two hour heavy wind rain throughout day thank god didn get hit bad completely okay ,['FirstPartyObservation'],Low
3796,let go down history north carolina single handedly manage meme roast category hurricane off course ,['Irrelevant'],Low
3797,hate after hurricane how news say confirm dead due hurricane florence like how tf know ain more ,['Discussion'],Low
3798,grateful mobile business take me almost everywhere while rid out hurricane florence drop off my package day local post ,"['MultimediaShare', 'Sentiment']",Low
3799,stop my journey atlantic beach nc take look dealership downed sign ,"['MultimediaShare', 'Hashtags', 'News']",Low
3800,hurricane florence preparedness like some kind weird surreal nightmare christmas everyone race meet deadline while buy thing when day come never great think ,['Irrelevant'],Low
3801,epic amount rain fall north carolina historic flood expect river rise ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags', 'News']",Low
3802,heavy rain band drop over inch per hour already soggy area jacksonville over rain far radar indicate ,"['Location', 'Factoid', 'Hashtags']",Low
3803,spent lot time wilmington baldheadisland last year pray eye storm pass everyone safe such special place bald head ,"['Hashtags', 'Sentiment']",Low
3804,mobilize speedway morning emergency response prayer crew deploy fight ,"['MultimediaShare', 'Sentiment']",Low
3805,white chocolate mud cake mocha buttercream chapel hill north carolina ,['Irrelevant'],Low
3806,river walk flood tempting may want neuse walk trail please stay away subsequent issue persist ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags']",Low
3807,now outside again my father busy kitchen work hurricane work very big company don get follow follow me ,['Irrelevant'],Low
3808,hurricane flash flood really tryna go see ,['Discussion'],Low
3809,watch sooner even during hurricane ,['Irrelevant'],Low
3810,sand bag fail batten down hatch pre hurricane prep go wrong ,['Irrelevant'],Low
3811,shalawam pray everyone safety sabbath hurricane florence may settle down some still lot damage pray effect ,['Sentiment'],Low
3812,guys consider special report yadkin river potential flooding monday tuesday ,"['InformationWanted', 'Location']",Low
3813,mom baby lose life when tree fell into home god bless ,"['Location', 'MultimediaShare', 'Hashtags', 'News', 'Sentiment']",Low
3814,heavy rain fall inland around lumberton nc cause concern river rise flood hurricane matthew ago ,"['Location', 'MultimediaShare', 'Hashtags', 'News']",Low
3815,appreciate everything all field reporter station staff provide most current news update regard hurricane now tropical storm florence ,"['Hashtags', 'Sentiment']",Low
3816,master odin hurricane upon u soon house muggy power dare say might might all talk each other ,['Irrelevant'],Low
3817,exactly mile long barrier build conway mean people live along river swamps backwater didn flood during year flood hurricane matthew now ,['InformationWanted'],Low
3818,ready survive hurricane all supply ,"['Location', 'MultimediaShare']",Low
3819,remains day mile before storm ,['Irrelevant'],Low
3820,big training session smash during hurricane reminder fitness work out instagram filter good lighting ,['Irrelevant'],Low
3821,flash flood alert issue national weather service prepare flash flooding avoid travel until condition improve drive through high water flood roadway ,"['EmergingThreats', 'MultimediaShare', 'News']",Low
3822,people leave animal tie outside during hurricane fuck evil ,['Irrelevant'],Low
3823,continue bring extensive flooding rain carolina ,"['MultimediaShare', 'Hashtags']",Low
3824,sweet pup name callie come today lift spirit men woman work hard around clock keep south carolina safe during hurricane florence ,"['MultimediaShare', 'Official']",Low
3825,wait hurricane florence pass kill me buy more when open up sunday ,['Discussion'],Low
3826,hurricane flo bring big wind sedgefield charlotte neighborhood ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags']",Low
3827,thumb up hurricane run duke university east campus ,['Irrelevant'],Low
3828,catastrophic flooding pose immediate threat life property over north carolina several roadway already destroy re live all day follow story ,"['MultimediaShare', 'News']",Low
3829,beer wine nascar pool wifi need after last few day treehouse beer company ,"['MultimediaShare', 'Hashtags', 'Discussion']",Low
3830,happen when governor underreacts people die also tweet lumber pee dee river monitor possible flooding incorrect re go flood near all time record level fact ,['Discussion'],Low
3831,rain fairly light moderate across area today heavy rain fill east expect heavy rain overnight especially tomorrow serious flooding issue down towards fayetteville wilmington likely our area well ,"['Weather', 'MultimediaShare', 'Hashtags', 'News']",Low
3832,first picture take during hurricane matthew second picture take during hurricane florence forecast show rain through monday possibly into tuesday please everyone stay safe ,['FirstPartyObservation'],Low
3833,matt over call me obvious while enjoy my first hurricane experience moravian forest ,['Irrelevant'],Low
3834,also show new england force hurricane something lucky avoid since argue ,['Irrelevant'],Low
3835,asshole people dead severe flood look cause retweeting hell out ,['Irrelevant'],Low
3836,thank flo make me loose power middle call ,"['Location', 'Hashtags']",Low
3837,update charlotte nc light moderate rain gusty wind nothing bad say florence go south now come back north next hour increasingly windy wet see ,"['Weather', 'Hashtags']",Low
3838,rain wind pick up where activate hurricane snack last night continue until further notice also engage oktoberfest consumption ,"['FirstPartyObservation', 'Location', 'Hashtags']",Low
3839,newscaster annoy me during storm stay indoors all cost go out flooding deadly flash reporter field yeah matt just drive through some rapid here video ,['Irrelevant'],Low
3840,people die carolina because florence currently tornado warning want call complain because re show football ,['Discussion'],Low
3841,wind really pick up now along much heavy rain add semi constant local flash flood warn banner tv look like brunt finally arrive here region ,"['FirstPartyObservation', 'Location', 'Hashtags']",Low
3842,think gain pound hurricane thanks ,['Irrelevant'],Low
3843,hey guy james mazzola mark himself safe during hurricane florence case wonder ,['Irrelevant'],Low
3844,yeah wait until train arrive nc mtns mtns beach flo dump misery charlotte nw put up chill message warning come ,['Discussion'],Low
3845,some my family evacuate my hometown flood thankful loss life hasn great call when my heart overwhelm ,['Discussion'],Low
3846,tornado progress take shelter now brunswick new hanover county ,"['Location', 'NewSubEvent', 'MultimediaShare', 'Hashtags', 'News']",High
3847,cedar creek la dunham close due flood hopefully everyone neighborhood evacuate ,"['Location', 'MultimediaShare', 'News']",Low
3848,record friday afternoon day two hurricane landfall storm continue grind ,['Discussion'],Low
3849,lot tree come down prolonged rain gusty wind across foothill nc ,"['FirstPartyObservation', 'Location', 'Hashtags']",Low
3850,watch local news tell u storm then watch self serve look coverage provide promo while still provide coverage just bit self serve ,"['Hashtags', 'Discussion']",Low
3851,everyone still hang power flooding ,['InformationWanted'],Low
3852,rain wind continue pound se nc anticipate major flooding burst dam hope rescuer utility crew healthcare worker arrive over different state thanks everyone work hard help stranger need ,"['Hashtags', 'Sentiment']",Low
3853,just win go away here difference between friday sunday morning still power flood yet ,"['MultimediaShare', 'CleanUp', 'Hashtags']",Low
3854,sunday morning strong rain wind make way charlotte cancel all church activity communal worship happen trinity today part ,['Location'],Low
3855,least tern sternula antillarum ferrington boat ramp chapel hill north carolina u ,['Irrelevant'],Low
3856,new frame make donation charitable fund every north carolina rescue morning firefighter ll round off join u make donation ,"['Donations', 'MultimediaShare']",Low
3857,report significant flooding crains creek community east vas iirc flow into little river toward manchester something else watch today ,"['ThirdPartyObservation', 'Location']",Medium
3858,go away florence yet rain perhaps rain now say beyond dramatic act violence ,"['Hashtags', 'News']",Low
3859,my parent neighborhood lumberton luckily okay flooding far stop base driveway many neighbor rescue home ,"['Location', 'MultimediaShare', 'Hashtags']",Low
3860,hurricane pas already all joke aside thankful safe alive ,"['Hashtags', 'Discussion']",Low
3861,top hurricane home repair scam how florence homeowner avoid via ,"['MultimediaShare', 'CleanUp', 'News']",Low
3862,thank your service time disaster help pastor guynes ,"['Hashtags', 'Sentiment']",Low
3863,listen here when say under construction meant heal chapel hill north carolina ,['Irrelevant'],Low
3864,cant even leave my house bc flood hurricane florence leave now ,['FirstPartyObservation'],Low
3865,rain rain go away ready hurricane florence leave u alone inch rain pour right now ,"['Factoid', 'Hashtags', 'Discussion']",Low
3866,just rainy day lot debri clean up later prayer suffer way more ,"['CleanUp', 'Hashtags', 'Discussion']",Low
3867,thank all your support continue pray north carolina during time ,['Sentiment'],Low
3868,pm edt se maxton robeson co nc dept highway report flash flood road elrod road near maxton robeson county close due flood ,"['ThirdPartyObservation', 'Location', 'News']",Medium
3869,close south rocky mount major flooding issue don start until around kenly mile south rocky mount ,"['Location', 'EmergingThreats']",Medium
3870,yey power light house ,"['Hashtags', 'Discussion']",Low
3871,special place hell monster leave dog tie up chained outside during hurricane fathom any possible reason anyone would real re big piece shit good ,"['Hashtags', 'Discussion']",Low
3872,hurricane crap get old now all want day off school ,['Discussion'],Low
3873,tree fall leave right go right back home stay safe guy ,"['Hashtags', 'Discussion']",Low
3874,stay safe out ,"['Hashtags', 'Sentiment']",Low
3875,all space junk our atmosphere cause when sun hit all crap reflect our cloud cause hurricane tornado destroy our ozone ok sound good ,['Irrelevant'],Low
3876,lot people need after off work all week storm donate your unused hurricane food one our location accept all non perishable food diaper formula pet food school supply gift card monetary donation through our fb page ,['Donations'],Low
3877,rain pup chapel hill north carolina ,['Irrelevant'],Low
3878,please support drive host cox mill athletics assist hurricane florence victim eastern north carolina ,"['Donations', 'CleanUp']",Low
3879,our hotel carolina beach surround flood water today glad make move when ,"['ThirdPartyObservation', 'Location', 'MultimediaShare']",Low
3880,word inhumane idiot leave dog outside die during hurricane ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Advice']",Low
3881,pm another rain still very gusty wind west jefferson nc mountain ,"['FirstPartyObservation', 'Location', 'Factoid']",Low
3882,interested work fema help clean repair damage hurricane florence how get more info ,['InformationWanted'],Low
3883,happy sunday all look like re long night down bladen county flash flood effect until pm ton road closure happy help along message u any question ,"['Location', 'Hashtags']",Low
3884,nearing hour loss power cell service shotty ,"['MultimediaShare', 'CleanUp', 'Hashtags']",Low
3885,now tropical depression florence reach our area lot heavy rain flash flooding down tree far good still power area just drive u lose power psychological wait game ,['Discussion'],Low
3886,know re nc during hurricane when ,"['Hashtags', 'Discussion']",Low
3887,thunder lighten wind just rain rain rain central bring whitewater rapid creek ,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags']",Low
3888,hey everyone pitt county school closed tomorrow greenville north carolina pitt county school ,"['Location', 'Hashtags']",Low
3889,how escape hurricane florence drive charlotte drink amazing brew hopin sweetness ,['ServiceAvailable'],Low
3890,apartment complex across street me just get evacuated due flash flood ride isn over yet ,['FirstPartyObservation'],Low
3891,flood water continue rise across burke county nc time bost rd spainhour flood flood water grow also johns river continue rise cause low creek back up toward antioch rd ,"['Location', 'EmergingThreats', 'Hashtags']",Medium
3892,monday september good morning everyone happy monday welcome back hurricane weekend let get busy week start now let all go make awesome day ,['Irrelevant'],Low
3893,although storm isn relentless flooding heavy rain wind surge threat diminish head into thick where city virtually cut off ,"['Hashtags', 'Discussion']",Low
3894,some flooding street where live chapel hill north carolina ,"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",Low
3895,close flood alternate hodges chapel rd southjohnsoncounty u both nb sb between chicopee rd hwy ,"['Location', 'Hashtags', 'News']",Medium
3896,time start clean up ogden park ,"['MultimediaShare', 'CleanUp', 'Hashtags']",Low
3897,fayetteville street head towards school flood well just stay hell house ,"['Location', 'Advice']",Low
3898,score convoy head help disaster may god johnston county north carolina ,"['MultimediaShare', 'CleanUp', 'Hashtags']",Low
3899,attention friend please drop off donation assist our coastal family friend ,"['Donations', 'MultimediaShare', 'Hashtags']",Low
3900,east photo towards wilmington unbelievable ,"['Location', 'MultimediaShare', 'Hashtags']",Low
3901,saw sun minute earlier between flash flood warning go off my phone my area report tornado warning durham orange county hate storm ,"['FirstPartyObservation', 'Hashtags']",Low
3902,postpone year agfest event due impact hurricane florence many area our state impact storm our prayer all affected take care others during time need addl detail follow ,"['Location', 'Sentiment']",Low
3903,great information our friend carolina like bourbonnsliders post hurricane florence victim fact matter big insurance often time ,['Irrelevant'],Low
3904,just like everyone forget carolina hurricane florence ,"['Hashtags', 'Discussion']",Low
3905,sky clear finally glad only get rain flooding near house concord north carolina ,"['FirstPartyObservation', 'Location', 'CleanUp']",Low
3906,nc highway patrol fill up dozen container food supply walmart raleigh north carolina ,"['MultimediaShare', 'Sentiment']",Low
3907,hey charlotte although didn feel significant impact hurricane florence my hometown new bern nc along other city town coast personally know people ,"['MultimediaShare', 'Sentiment']",Low
3908,waterfront wilmington intracoastal waterway nautical contemporary design build stand strong beautiful against perfect example how ,['Irrelevant'],Low
3909,hurricane florence wasn fun enough thanks our conservation facility disaster management colleague your quick help ,"['Location', 'Hashtags']",Low
3910,knee deep flooding area chapel hill nvm ,['Irrelevant'],Low
3911,close tree near eastover flooding newton grove flood near godwin lem me look another way challenge ,"['Location', 'EmergingThreats', 'Advice']",Medium
3912,catastrophe making sc after two year after last disaster aftermath hurricane matthew little river rise passing saturday flood stage continue live coverage after storm ,"['MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
3913,flood deep river nature trail polecat creek worthville damm randleman north carolina ,"['FirstPartyObservation', 'Location', 'MultimediaShare']",Low
3914,close flood alt elliott rd estes dr both eb wb between franklin st fordham blvd ,"['Location', 'EmergingThreats', 'News']",Medium
3915,my wife successfully guide my father law back home myrtle beach today couldn take use google map talk him around flood road until successfully make home ,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'CleanUp', 'Hashtags']",Low
3916,donate our city now affect hurricane florence ,"['Donations', 'MultimediaShare', 'CleanUp', 'News']",Low
3917,hurricane florence drive hotel company ,"['Volunteer', 'Donations', 'MultimediaShare', 'Hashtags']",Low
3918,sad after mandatory evac order due unable stay our condo weekend my brother bachelor party now refuse reschedule take u don book bad business ,"['Hashtags', 'Advice']",Low
3919,proud our team after evacuate due hurricane our team spend afternoon volunteer red cross phone bank assist florence victim ,"['MultimediaShare', 'Sentiment']",Low
3920,current mood after view flooding ,['Irrelevant'],Low
3921,prayer fam very similar happen during katrina medium document go slant portrayal ,"['Hashtags', 'Sentiment']",Low
3922,strange case dr jekyll m hurricane florence smithfield north carolina ,['Irrelevant'],Low
3923,flashback summer pray our friend family coastal carolina speedy recovery ,"['Hashtags', 'Sentiment']",Low
3924,hit columbia today day after freakin hurricane place wild man ,"['Location', 'Factoid', 'News']",Low
3925,fantastic sunset down battery charleston harbor ,['Irrelevant'],Low
3926,vender welcome apparel available donation victim also accept school supply good household item all profit donate hurricane victim ,['Donations'],Low
3927,knock down rumor stage flooding event ,"['ServiceAvailable', 'News']",Low
3928,ever since learn how much donate emergency service only battery use my tool house even more impressed thank your commitment emergency response responder ,"['ServiceAvailable', 'Hashtags']",Low
3929,hurricane florence devastate university south carolina watch video more detail ,"['MultimediaShare', 'News']",Low
3930,surreal neighborhood college acre wilmington north carolina ,"['FirstPartyObservation', 'Location', 'MultimediaShare']",Low
